NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch2,LOCATION,LOCATION.center,LOCATION.dist,LOCATION.half,LOCATION.pole,LOCATION.side,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.Maxima1,MAXIMA.count,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,ZSCORE,
b146,d71915f8-9a37-4525-813e-cde946083b51,b146,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7162.9844,Stats[mean=7017.104 min=5720.0 max=10298.0 stdv=1103.736],Stats[mean=5601.6875 min=4646.0 max=6398.0 stdv=416.14758],(x=34.11 y=8.48),false,35.150013,2,2,2,34.111935,8.479352,0,0,0,1,4,1,1,4,4,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.057588648,0.5579286,2.582598,0.69848955,0.10148257,1.3733689,1.3698367,1,37.200268,3.1682124,2.0,0.37662953,1.0006983,0.9966439,0.444761,3.8543043,
b147,88f822f9-0048-4c5c-aadf-2ed36dcbdcc5,b147,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7328.896,Stats[mean=7041.8027 min=5644.0 max=8911.0 stdv=843.0634],Stats[mean=5565.684 min=4635.0 max=6552.0 stdv=427.26608],(x=29.69 y=10.29),false,31.421406,2,2,2,29.688152,10.291663,0,0,0,1,4,1,1,4,4,ip[width=41  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.90477264,15.112304,0.15344049,0.011486442,4.2620225,4.2624044,1,36.254955,8.6080475,2.0,0.06341881,1.0000901,1.0,0.21678233,3.6128175,
b148,501997bf-2f91-46ab-a5a5-a9b206636869,b148,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7007.0293,Stats[mean=6882.75 min=5375.0 max=9060.0 stdv=853.33],Stats[mean=5756.7407 min=4582.0 max=7035.0 stdv=434.761],(x=14.14 y=9.29),false,16.92456,2,2,2,14.144521,9.293724,0,0,0,1,4,1,1,4,4,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.05961652,1.3048255,5.5431,0.39623353,0.081687614,3.019426,3.0220678,1,89.05222,6.4328814,2.0,0.18222743,1.0030549,0.9836252,0.45416245,4.0812993,
b149,f505b8ba-ad75-4679-827c-f6ba76c17dfb,b149,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6702.09,Stats[mean=6715.4937 min=5468.0 max=9675.0 stdv=895.4763],Stats[mean=5779.935 min=4779.0 max=6725.0 stdv=395.77988],(x=22.53 y=10.21),false,24.740246,2,2,2,22.53355,10.213659,0,0,0,1,4,1,1,4,4,ip[width=25  height=1  bits=16  min=4228.0  max=17971.0],1,0.33657706,0.8934187,2.8032987,0.39766607,0.6885934,2.2329984,2.517164,1,165.09326,5.3134084,2.0,0.22813314,1.1517445,0.69181794,0.37418368,4.5251436,
b150,8269edb6-4f2f-4108-a35e-e2d0da91d627,b150,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7295.5454,Stats[mean=6853.6343 min=5430.0 max=8956.0 stdv=898.273],Stats[mean=5821.0 min=5100.0 max=7228.0 stdv=500.2932],(x=32.76 y=9.80),false,34.195713,2,2,2,32.760746,9.802058,0,0,0,1,4,1,1,4,4,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.51565605,3.2412126,0.6066891,1.2099489E-5,1.4849994,1.4849972,1,54.599728,3.2681491,2.0,0.2977266,1.0,0.9978232,0.37671924,3.66136,
b151,16e23a5c-1195-49d8-906f-3e97c1e6d0f6,b151,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7196.7754,Stats[mean=7022.086 min=5759.0 max=9272.0 stdv=885.43195],Stats[mean=5730.7144 min=4703.0 max=6863.0 stdv=492.42328],(x=18.20 y=10.30),false,20.911196,2,2,2,18.199856,10.297734,0,0,0,1,4,1,1,4,4,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.07139412,0.7898538,4.1039424,0.5101283,0.13851568,2.0446312,2.0513816,1,85.791046,4.4110155,2.0,0.24056189,1.0036616,0.99857044,0.4105954,3.8051212,
b152,fa4d21de-5ec2-474f-a6da-7606b1bb47a4,b152,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7286.7935,Stats[mean=7227.2256 min=5664.0 max=10618.0 stdv=1170.4215],Stats[mean=5772.8027 min=4571.0 max=6670.0 stdv=425.59808],(x=12.04 y=10.80),false,16.178043,2,2,2,12.043453,10.8020525,0,0,0,1,4,1,1,4,4,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.12340986,0.8435208,3.6659706,0.56045574,0.22580771,1.9679956,1.9661534,1,53.97373,4.3489275,2.0,0.27730498,1.0077364,0.99825007,0.46326837,3.6740985,
b153,f0650784-4bae-4397-af75-eb8410f99350,b153,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7059.5,Stats[mean=6903.38 min=5721.0 max=9406.0 stdv=746.5674],Stats[mean=5628.46 min=4796.0 max=6557.0 stdv=398.18127],(x=19.56 y=10.85),false,22.366549,2,2,2,19.56064,10.846374,0,0,0,1,4,1,1,4,4,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.09116671,0.6142109,2.379286,0.7379782,0.18589972,1.3912133,1.3906777,1,104.07516,3.234014,2.0,0.40405473,1.0025282,0.99576956,0.4892537,4.0049276,
b154,82063ec5-9463-4203-8f33-bd672c954df4,b154,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6845.1973,Stats[mean=6601.673 min=5273.0 max=9072.0 stdv=922.8927],Stats[mean=5618.6924 min=4884.0 max=6439.0 stdv=295.69443],(x=18.92 y=11.64),false,22.210438,2,2,2,18.915283,11.641117,0,0,0,1,4,1,1,4,4,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.076281026,0.61041856,2.6438286,0.68549204,0.12669475,1.4802552,1.4814876,1,156.88976,3.3451653,2.0,0.3547028,1.0012923,0.996422,0.4542419,4.3168488,
b155,393dfc19-e630-474a-84ff-bbde8d3a9743,b155,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7559.4917,Stats[mean=7422.778 min=5288.0 max=10131.0 stdv=1327.9347],Stats[mean=5921.5835 min=5218.0 max=6812.0 stdv=349.0325],(x=12.61 y=11.87),false,17.316587,2,2,2,12.610341,11.867751,0,0,0,1,4,1,1,4,4,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.049394764,0.40961504,2.9154468,0.6353208,0.09855514,1.2881122,1.2850326,1,91.44829,2.8464026,2.0,0.3143248,1.0006472,0.99689525,0.34974942,3.2771823,
b156,f4c9d099-9c96-4184-8177-92736a71c227,b156,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6673.4653,Stats[mean=6546.9067 min=5060.0 max=9716.0 stdv=929.49207],Stats[mean=5788.4663 min=4781.0 max=7342.0 stdv=432.36307],(x=10.97 y=12.77),false,16.836115,2,2,2,10.97173,12.770117,0,0,0,1,4,1,1,4,4,ip[width=59  height=1  bits=16  min=4228.0  max=17971.0],1,0.12212053,2.844064,3.7584646,0.21140637,0.2561839,5.683148,6.3071623,1,71.730156,13.002162,2.0,0.112117015,1.1295923,0.4451125,0.4618252,4.5668073,
b157,01df6786-db94-45aa-9d55-a29dcfeb5653,b157,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6929.652,Stats[mean=6743.6177 min=5140.0 max=9527.0 stdv=862.7999],Stats[mean=5713.597 min=4745.0 max=6826.0 stdv=425.17676],(x=15.78 y=14.60),false,21.503569,2,2,2,15.784769,14.602895,0,0,0,1,4,1,1,4,4,ip[width=42  height=1  bits=16  min=4228.0  max=17971.0],1,0.039179917,1.7957791,7.5988417,0.27193356,0.08716234,4.3774614,4.397276,1,72.284195,9.109614,2.0,0.119321406,1.0057932,0.9056364,0.42045575,4.193924,
b158,5828b27a-ed37-4c9a-b580-4d72aaa0002a,b158,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6990.1333,Stats[mean=6725.1885 min=5889.0 max=8953.0 stdv=739.7306],Stats[mean=5818.302 min=5068.0 max=6809.0 stdv=371.41608],(x=15.76 y=15.45),false,22.07023,2,2,2,15.755954,15.454612,0,0,0,1,4,1,1,4,4,ip[width=17  height=1  bits=16  min=4228.0  max=17971.0],1,0.14943688,0.6167855,3.771437,0.5443351,0.22781245,1.7305624,1.740366,1,90.5606,3.773452,2.0,0.26222235,1.0060222,0.9985918,0.38118505,4.105892,
b159,eeb0735a-d218-45ea-8ec9-9afed6aca6fb,b159,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6602.723,Stats[mean=6596.8667 min=5003.0 max=8835.0 stdv=1007.2926],Stats[mean=5531.2334 min=4670.0 max=6498.0 stdv=395.85095],(x=5.41 y=15.64),false,16.553799,2,2,2,5.4102883,15.644712,0,0,0,1,4,1,1,4,4,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.019424388,0.6983415,2.263276,0.7891629,0.03816485,1.3950354,1.3876616,1,70.00783,3.3346903,2.0,0.45688564,1.0001084,0.9980235,0.56608075,4.6697736,
b160,49478720-bc5e-453b-ae83-35654f0e030c,b160,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7235.7812,Stats[mean=7214.8364 min=5712.0 max=9877.0 stdv=1087.4926],Stats[mean=5551.327 min=4714.0 max=6320.0 stdv=414.1446],(x=12.24 y=16.22),false,20.319197,2,2,2,12.237972,16.220411,0,0,0,1,4,1,1,4,4,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.68951875,2.4935868,0.7467906,2.6798407E-6,1.4485216,1.4370648,1,56.310207,3.406266,2.0,0.41841403,1.0,0.9992689,0.5380647,3.7483478,
b161,b1c17785-8831-4002-8ba6-b7db86f61bb4,b161,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6453.2593,Stats[mean=6117.4443 min=5207.0 max=9174.0 stdv=827.77734],Stats[mean=5438.7407 min=4697.0 max=6346.0 stdv=397.9592],(x=3.74 y=16.39),false,16.808544,2,2,2,3.740838,16.386986,0,0,0,1,4,1,1,4,4,ip[width=16  height=1  bits=16  min=4228.0  max=17971.0],1,0.054394096,0.6317636,2.8739104,0.65682566,0.09101439,1.5304955,1.5267924,1,67.197716,3.4766195,2.0,0.3434002,1.0007453,0.99734527,0.45637637,4.8873205,
b162,e2e01161-1194-494e-a54d-8d6087141243,b162,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6740.5083,Stats[mean=6617.731 min=5265.0 max=8267.0 stdv=744.1381],Stats[mean=5478.0576 min=4642.0 max=6549.0 stdv=436.27472],(x=25.39 y=17.85),false,31.039375,2,2,2,25.39079,17.853588,0,0,0,1,4,1,1,4,4,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.024464743,0.64078057,2.3181968,0.77492297,0.049908515,1.3551203,1.3475226,1,145.73611,3.2235198,2.0,0.44428715,1.0001704,0.9965011,0.5355048,4.4692254,
b163,782697eb-647c-4579-8ffb-d6e0d31168ba,b163,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6382.524,Stats[mean=6174.476 min=4782.0 max=7624.0 stdv=651.9229],Stats[mean=5756.2383 min=4909.0 max=6783.0 stdv=386.57028],(x=26.16 y=19.19),false,32.44183,2,2,2,26.159271,19.187624,0,0,0,1,4,1,1,4,4,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.016762871,0.50734067,3.2536206,0.6046869,0.026332784,1.4764326,1.4764351,1,170.63965,3.2470539,2.0,0.29633474,1.0000533,0.9977648,0.37286466,4.990277,
b164,8f1e2fa5-2561-4395-92e3-4c6f622f7619,b164,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7022.2715,Stats[mean=6783.0654 min=5602.0 max=9007.0 stdv=895.93146],Stats[mean=5860.3696 min=4834.0 max=7101.0 stdv=465.05692],(x=10.14 y=19.34),false,21.835436,2,2,2,10.1444435,19.335888,0,0,0,1,4,1,1,4,4,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.16140014,0.5395003,2.514977,0.7017797,0.30709004,1.3624312,1.3666703,1,31.817707,3.1081386,2.0,0.37006044,1.006686,0.9953143,0.43833807,4.0591145,
b165,3d91525a-6deb-4cfc-85ba-badf981a31e4,b165,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6715.3237,Stats[mean=6782.1284 min=5180.0 max=10354.0 stdv=1139.5472],Stats[mean=5538.343 min=4830.0 max=6822.0 stdv=393.83884],(x=13.96 y=21.30),false,25.46675,2,2,2,13.956238,21.302084,0,0,0,1,4,1,1,4,4,ip[width=38  height=1  bits=16  min=4228.0  max=17971.0],1,0.10542499,1.6750847,5.2798467,0.30008602,0.198716,3.9190307,4.0231476,1,36.13007,8.375301,2.0,0.13886397,1.0314803,0.73805934,0.43361852,4.5058813,
b166,f2a1068a-4bfa-4630-a34f-f1c46efa3628,b166,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6856.515,Stats[mean=6551.5454 min=5300.0 max=8807.0 stdv=901.9724],Stats[mean=5758.6816 min=4823.0 max=6903.0 stdv=451.81143],(x=11.16 y=20.34),false,23.201588,2,2,2,11.160808,20.340847,0,0,0,1,4,1,1,4,4,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.07407999,0.50598377,2.0936046,0.7711598,0.15085053,1.2237152,1.2230227,1,116.80092,2.8714485,2.0,0.4302155,1.0013732,0.99407595,0.46477184,4.3003755,
b167,545512a6-81da-4d8a-9e56-2ec4f83de191,b167,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6980.317,Stats[mean=6372.069 min=5412.0 max=8121.0 stdv=679.80194],Stats[mean=5877.448 min=5166.0 max=6834.0 stdv=470.67456],(x=9.48 y=21.02),false,23.05457,2,2,2,9.479372,21.015581,0,0,0,1,4,1,1,4,4,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.35235858,3.2038445,0.59453267,0.0143228555,1.2609894,1.2609794,1,16.02123,2.7290373,2.0,0.28214478,1.000013,0.9974393,0.30102238,4.12018,
b168,25e21842-fde3-490f-879e-261234fd1c75,b168,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6576.402,Stats[mean=6533.8086 min=5330.0 max=9445.0 stdv=950.9404],Stats[mean=5645.8193 min=4601.0 max=6589.0 stdv=385.8087],(x=3.64 y=21.37),false,21.678028,2,2,2,3.6410692,21.370062,0,0,0,1,4,1,1,4,4,ip[width=25  height=1  bits=16  min=4228.0  max=17971.0],1,0.121713564,1.1272198,4.1251545,0.4834702,0.24619493,2.4853292,2.5193734,1,50.5794,5.41283,2.0,0.2323544,1.0150889,0.95602536,0.47989398,4.7080846,
b169,29821e64-7487-4b85-8c63-10ab89cc3236,b169,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6514.1714,Stats[mean=6384.86 min=5137.0 max=9733.0 stdv=994.7287],Stats[mean=5660.013 min=4696.0 max=6942.0 stdv=435.8257],(x=7.60 y=25.18),false,26.300287,2,2,2,7.5950494,25.17976,0,0,0,1,4,1,1,4,4,ip[width=36  height=1  bits=16  min=4228.0  max=17971.0],1,0.07421849,1.7622683,5.2235355,0.35975492,0.15882345,3.6802719,3.7310605,1,16.297201,7.8458066,2.0,0.16566178,1.0146055,0.8761687,0.49400294,4.798662,
b170,fb556c03-4cc2-40c7-a8fa-368f063c37ae,b170,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6593.99,Stats[mean=6395.025 min=5152.0 max=9228.0 stdv=851.0559],Stats[mean=5599.6377 min=4672.0 max=6467.0 stdv=387.04617],(x=3.75 y=25.53),false,25.808805,2,2,2,3.7502267,25.534882,0,0,0,1,4,1,1,4,4,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.05407594,0.9476744,3.5026283,0.58485925,0.09493925,2.0410368,2.043025,1,49.860256,4.5124125,2.0,0.28964603,1.0017539,0.99847263,0.5032444,4.6824846,
b171,a37580d0-b293-4755-8851-b28d36e06df8,b171,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6673.9463,Stats[mean=6486.61 min=5219.0 max=9617.0 stdv=924.6317],Stats[mean=5928.012 min=4786.0 max=7522.0 stdv=620.6444],(x=22.37 y=27.19),false,35.20996,2,2,2,22.374817,27.186556,0,0,0,1,4,1,1,4,4,ip[width=22  height=1  bits=16  min=4228.0  max=17971.0],1,0.03189784,0.96446455,4.026962,0.52813464,0.059546053,2.2017858,2.203077,1,41.19813,4.7904434,2.0,0.25330645,1.000658,0.999087,0.47159985,4.566107,
b172,3918b84d-a153-4919-bba6-0e937acb7dea,b172,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6302.852,Stats[mean=6169.4087 min=5073.0 max=8009.0 stdv=689.8884],Stats[mean=5642.1973 min=4845.0 max=6779.0 stdv=404.521],(x=7.62 y=28.20),false,29.214537,2,2,2,7.623085,28.202442,0,0,0,1,4,1,1,4,4,ip[width=18  height=1  bits=16  min=4228.0  max=17971.0],1,0.26066682,0.8370901,2.9797525,0.6310697,0.45178843,1.7927701,1.8212202,1,149.85298,4.082746,2.0,0.33161417,1.0257044,0.979801,0.50343984,5.1062403,
