NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch2,LOCATION,LOCATION.center,LOCATION.dist,LOCATION.half,LOCATION.pole,LOCATION.side,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.Maxima1,MAXIMA.count,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,ZSCORE,
b173,a6dbc94b-9175-4004-a658-2acaed86c484,b173,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6540.0923,Stats[mean=5959.0 min=5249.0 max=7240.0 stdv=477.71292],Stats[mean=5671.718 min=4893.0 max=6422.0 stdv=429.2421],(x=20.44 y=27.84),false,34.535896,2,2,2,20.442932,27.835493,0,0,0,1,4,1,1,4,4,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.03794925,0.43332595,3.456244,0.5661959,0.0639882,1.4316224,1.4282525,1,106.27069,3.101194,2.0,0.26919553,1.000301,0.99791676,0.32483673,4.760934,
b174,808c6c0b-c4d5-4515-98cc-2d3713a2defe,b174,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6439.7476,Stats[mean=6362.577 min=5109.0 max=9273.0 stdv=924.70416],Stats[mean=5366.026 min=4506.0 max=6095.0 stdv=351.38074],(x=38.73 y=28.90),false,48.324707,2,2,2,38.73014,28.900755,0,0,0,1,4,1,1,4,4,ip[width=24  height=1  bits=16  min=4228.0  max=17971.0],1,0.029293854,0.93920535,5.2042665,0.42428935,0.039129894,2.488414,2.4866543,1,25.410828,5.2741704,2.0,0.19311915,1.0008886,0.9990624,0.397174,4.9069867,
b175,ca761a48-f15d-47f9-b4b6-0bf8222a08b6,b175,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7534.937,Stats[mean=7377.0684 min=5668.0 max=10009.0 stdv=954.6844],Stats[mean=5619.7896 min=4617.0 max=6567.0 stdv=401.45972],(x=6.66 y=20.87),false,21.904478,2,2,2,6.6593513,20.86766,0,0,0,1,4,1,1,4,4,ip[width=41  height=1  bits=16  min=4228.0  max=17971.0],1,0.30192548,2.068649,2.0762322,0.32183862,0.6439508,3.240122,4.2919383,1,174.14809,8.9873,2.0,0.25088468,1.4085321,0.5165689,0.50120443,3.312922,
b176,3c0a1ed4-e7e1-43a9-81b2-1414857a1108,b176,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:4/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7732.2993,Stats[mean=7551.5654 min=6099.0 max=10804.0 stdv=945.4102],Stats[mean=5656.439 min=4485.0 max=6936.0 stdv=392.62967],(x=8.58 y=19.20),false,21.026772,2,2,2,8.576314,19.198229,0,0,0,1,4,1,1,4,4,ip[width=51  height=1  bits=16  min=4228.0  max=17971.0],1,0.09879777,2.6312048,4.1799617,0.26119775,0.2314545,5.1248345,5.4316573,1,24.26415,11.251167,2.0,0.12755725,1.0679047,0.5800079,0.49971953,3.0256581,
b177,c9e5e4bf-6084-4fdf-9637-2ff819681633,b177,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7439.239,Stats[mean=7308.6846 min=5329.0 max=10856.0 stdv=1164.3187],Stats[mean=5656.623 min=4699.0 max=6686.0 stdv=391.34036],(x=1.41 y=1.40),false,1.9861107,2,2,2,1.4114027,1.3973467,0,0,0,1,5,1,1,5,5,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.1626939,1.5632769,3.6047254,0.4714452,0.3198602,2.9097788,2.9950109,1,41.49893,6.455164,2.0,0.23508562,1.0367888,0.86345834,0.5586758,3.5002685,
b178,834e6434-10cb-44b8-840b-51084baaff98,b178,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6951.2485,Stats[mean=7098.344 min=5361.0 max=10889.0 stdv=1258.227],Stats[mean=5435.3687 min=4284.0 max=6290.0 stdv=383.30972],(x=36.38 y=2.62),false,36.471275,2,2,2,36.377342,2.6158886,0,0,0,1,5,1,1,5,5,ip[width=33  height=1  bits=16  min=4228.0  max=17971.0],1,0.051831055,1.4650671,6.3788013,0.35349894,0.069751784,3.4251676,3.4354234,1,41.939793,7.2167163,2.0,0.15900251,1.0048286,0.9702646,0.44830313,4.2215433,
b179,62f9d359-ca41-439d-af9f-6ea72bfcfb88,b179,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7738.2134,Stats[mean=7581.536 min=5762.0 max=10607.0 stdv=1018.83093],Stats[mean=5870.944 min=4778.0 max=7347.0 stdv=441.01328],(x=1.70 y=2.37),false,2.9127028,2,2,2,1.6983674,2.3663023,0,0,0,1,5,1,1,5,5,ip[width=28  height=1  bits=16  min=4228.0  max=17971.0],1,0.14500533,1.4755051,3.762322,0.48149866,0.2840864,2.8162572,2.8798687,1,44.508347,6.205514,2.0,0.23686792,1.026083,0.89904165,0.5436832,3.0583692,
b180,fa9eefcc-5e17-4be7-bfc5-55cbe0ad3945,b180,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6931.7256,Stats[mean=6916.0654 min=5632.0 max=9199.0 stdv=928.46643],Stats[mean=5417.826 min=4613.0 max=6237.0 stdv=355.0968],(x=33.75 y=2.01),false,33.80592,2,2,2,33.74612,2.0098546,0,0,0,1,5,1,1,5,5,ip[width=12  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.5328347,2.12853,0.8203121,0.005884184,1.1737775,1.169796,1,61.956013,2.8570092,2.0,0.49241483,1.0000019,0.9997171,0.51337624,4.250399,
b181,8d849145-c43b-4f9b-a133-f164ab5446df,b181,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6759.97,Stats[mean=6404.486 min=5028.0 max=8426.0 stdv=796.4966],Stats[mean=5364.6855 min=4574.0 max=6316.0 stdv=391.49774],(x=32.08 y=2.92),false,32.215622,2,2,2,32.083153,2.9184794,0,0,0,1,5,1,1,5,5,ip[width=19  height=1  bits=16  min=4228.0  max=17971.0],1,0.115132615,0.8248751,3.2228696,0.60926354,0.21917236,1.8549834,1.8640233,1,52.88827,4.1247387,2.0,0.30522367,1.0061939,0.9975491,0.4878168,4.5042624,
b182,0a3e61f3-62ce-4ce4-9367-38998ab67894,b182,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7437.8955,Stats[mean=7385.5317 min=5470.0 max=12176.0 stdv=1438.0109],Stats[mean=5550.651 min=4503.0 max=6484.0 stdv=421.3073],(x=2.03 y=3.44),false,3.9927166,2,2,2,2.0317228,3.4371336,0,0,0,1,5,1,1,5,5,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.08541848,1.4742359,4.5473623,0.45487767,0.17951858,2.9437711,2.9736547,1,56.212433,6.3817697,2.0,0.21660526,1.0132482,0.9504559,0.525097,3.5022542,
b183,b88af930-a144-444d-8ead-72106a806669,b183,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6644.566,Stats[mean=6434.3535 min=5290.0 max=8214.0 stdv=723.9951],Stats[mean=5715.7925 min=4815.0 max=6797.0 stdv=402.09027],(x=26.60 y=5.49),false,27.162218,2,2,2,26.601433,5.4908853,0,0,0,1,5,1,1,5,5,ip[width=21  height=1  bits=16  min=4228.0  max=17971.0],1,0.06703599,1.018723,3.563801,0.5784057,0.1228741,2.1280742,2.1325023,1,84.68041,4.7045355,2.0,0.28641298,1.0028293,0.9986698,0.5167034,4.6748357,
b184,66324b2d-5742-47c9-bb82-bb6de033da12,b184,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6628.041,Stats[mean=6288.4 min=5338.0 max=7679.0 stdv=546.2852],Stats[mean=5555.52 min=4693.0 max=6607.0 stdv=418.94608],(x=18.90 y=5.69),false,19.73481,2,2,2,18.897043,5.6889753,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.26828653,0.5953941,2.6191928,0.68285644,0.44124794,1.4467332,1.4655572,1,82.6533,3.3101106,2.0,0.36219105,1.0155683,0.9951154,0.44586,4.69926,
b185,5ad624ee-081a-4e99-9939-df7afa5ad8e1,b185,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6712.727,Stats[mean=6524.186 min=5350.0 max=8197.0 stdv=707.39014],Stats[mean=5476.2324 min=4767.0 max=6220.0 stdv=346.2025],(x=29.08 y=6.50),false,29.801756,2,2,2,29.084452,6.499177,0,0,0,1,5,1,1,5,5,ip[width=16  height=1  bits=16  min=4228.0  max=17971.0],1,0.10556793,0.4891965,3.547985,0.5557491,0.20042978,1.5304426,1.5325415,1,178.26692,3.325885,2.0,0.26592514,1.0037972,0.99796534,0.34118885,4.57409,
b186,31b6e93f-a68a-4026-817d-d0175a09c0db,b186,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7167.1675,Stats[mean=6834.5767 min=5264.0 max=9505.0 stdv=835.60126],Stats[mean=5731.5474 min=4654.0 max=7198.0 stdv=459.86603],(x=32.52 y=7.60),false,33.392323,2,2,2,32.515713,7.601033,0,0,0,1,5,1,1,5,5,ip[width=34  height=1  bits=16  min=4228.0  max=17971.0],1,0.1571006,1.6500112,4.058058,0.36632264,0.31568116,3.4099042,3.5670054,1,14.843436,7.523441,2.0,0.18068106,1.0604786,0.7345487,0.48437977,3.9024038,
b187,ad002d91-9019-4075-b7f7-0cdfae5ac9ea,b187,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6784.185,Stats[mean=7649.9785 min=5592.0 max=10670.0 stdv=1559.0146],Stats[mean=5439.1704 min=4661.0 max=6221.0 stdv=360.32465],(x=0.57 y=7.24),false,7.2667766,2,2,2,0.5728765,7.24416,0,0,0,1,5,1,1,5,5,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.014900179,0.564671,2.2428079,0.7845466,0.038610492,1.236203,1.2227179,1,113.16875,3.0074146,2.0,0.47046363,1.0000902,0.9878051,0.51660126,4.4684715,
b188,35554886-7ad2-497c-9375-d63be96479f4,b188,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7371.2754,Stats[mean=7242.257 min=5328.0 max=10935.0 stdv=1088.2426],Stats[mean=5596.487 min=4466.0 max=6462.0 stdv=375.3643],(x=31.49 y=8.62),false,32.648396,2,2,2,31.489109,8.622858,0,0,0,1,5,1,1,5,5,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.044111058,1.3229988,5.4907656,0.41180387,0.09482114,2.990298,2.9996152,1,27.222483,6.353886,2.0,0.1883825,1.0032326,0.9990629,0.4677471,3.600722,
b189,df9023ef-3ac9-4854-ba3e-f8b568d59223,b189,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6872.393,Stats[mean=6700.1978 min=5446.0 max=9474.0 stdv=757.8455],Stats[mean=5677.0347 min=4824.0 max=6487.0 stdv=334.01044],(x=22.56 y=7.88),false,23.89674,2,2,2,22.558601,7.8843985,0,0,0,1,5,1,1,5,5,ip[width=23  height=1  bits=16  min=4228.0  max=17971.0],1,0.04262821,1.0159918,4.19215,0.50826865,0.026418956,2.320459,2.32181,1,98.466644,5.0119114,2.0,0.24024403,1.0010248,0.99773926,0.47267509,4.338096,
b190,065f8663-e3d2-4f87-990d-c71865580f2d,b190,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7319.0156,Stats[mean=7166.479 min=5766.0 max=10422.0 stdv=1174.1099],Stats[mean=5424.0625 min=4776.0 max=6328.0 stdv=353.1685],(x=34.11 y=8.48),false,35.150013,2,2,2,34.111935,8.479352,0,0,0,1,5,1,1,5,5,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.057588648,0.5579286,2.582598,0.69848955,0.10148257,1.3733689,1.3698367,1,37.200268,3.1682124,2.0,0.37662953,1.0006983,0.9966439,0.444761,3.6779652,
b191,249ef780-3f61-4503-8d21-5cef1f42011b,b191,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7473.0327,Stats[mean=7143.829 min=5684.0 max=8914.0 stdv=736.96246],Stats[mean=5452.6055 min=4470.0 max=6897.0 stdv=455.8537],(x=29.69 y=10.29),false,31.421406,2,2,2,29.688152,10.291663,0,0,0,1,5,1,1,5,5,ip[width=41  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.90477264,15.112304,0.15344049,0.011486442,4.2620225,4.2624044,1,36.254955,8.6080475,2.0,0.06341881,1.0000901,1.0,0.21678233,3.4503195,
b192,e938fcdd-1433-44b5-9696-e87e67ff272b,b192,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7097.956,Stats[mean=6956.4443 min=5674.0 max=9392.0 stdv=771.1513],Stats[mean=5575.4443 min=4603.0 max=6529.0 stdv=391.10098],(x=14.14 y=9.29),false,16.92456,2,2,2,14.144521,9.293724,0,0,0,1,5,1,1,5,5,ip[width=29  height=1  bits=16  min=4228.0  max=17971.0],1,0.05961652,1.3048255,5.5431,0.39623353,0.081687614,3.019426,3.0220678,1,89.05222,6.4328814,2.0,0.18222743,1.0030549,0.9836252,0.45416245,4.004702,
b193,380ed08a-046a-4854-8619-40081b77414f,b193,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,6782.84,Stats[mean=6808.3765 min=5454.0 max=9451.0 stdv=927.69696],Stats[mean=5658.13 min=4728.0 max=6589.0 stdv=368.7007],(x=22.53 y=10.21),false,24.740246,2,2,2,22.53355,10.213659,0,0,0,1,5,1,1,5,5,ip[width=25  height=1  bits=16  min=4228.0  max=17971.0],1,0.33657706,0.8934187,2.8032987,0.39766607,0.6885934,2.2329984,2.517164,1,165.09326,5.3134084,2.0,0.22813314,1.1517445,0.69181794,0.37418368,4.4704595,
b194,07295244-197f-4779-a645-8bcb57c16b42,b194,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7304.597,Stats[mean=6863.171 min=5200.0 max=8953.0 stdv=839.7688],Stats[mean=5463.4634 min=4856.0 max=6205.0 stdv=401.23596],(x=32.76 y=9.80),false,34.195713,2,2,2,32.760746,9.802058,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.0,0.51565605,3.2412126,0.6066891,1.2099489E-5,1.4849994,1.4849972,1,54.599728,3.2681491,2.0,0.2977266,1.0,0.9978232,0.37671924,3.6992755,
b195,8e33fbc6-0570-441c-a9bb-d1435596bd03,b195,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7283.6836,Stats[mean=7077.543 min=5765.0 max=9395.0 stdv=767.6359],Stats[mean=5674.0 min=4512.0 max=6633.0 stdv=466.60733],(x=18.20 y=10.30),false,20.911196,2,2,2,18.199856,10.297734,0,0,0,1,5,1,1,5,5,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.07139412,0.7898538,4.1039424,0.5101283,0.13851568,2.0446312,2.0513816,1,85.791046,4.4110155,2.0,0.24056189,1.0036616,0.99857044,0.4105954,3.7301872,
b196,ee878efe-e98c-4936-9c64-a79d47e6d9af,b196,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7403.6304,Stats[mean=7343.7324 min=5928.0 max=10707.0 stdv=1136.094],Stats[mean=5676.986 min=4589.0 max=7101.0 stdv=419.34424],(x=12.04 y=10.80),false,16.178043,2,2,2,12.043453,10.8020525,0,0,0,1,5,1,1,5,5,ip[width=20  height=1  bits=16  min=4228.0  max=17971.0],1,0.12340986,0.8435208,3.6659706,0.56045574,0.22580771,1.9679956,1.9661534,1,53.97373,4.3489275,2.0,0.27730498,1.0077364,0.99825007,0.46326837,3.5528996,
b197,2e7ee037-8a57-4c89-af1a-e394e962cc70,b197,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7142.0757,Stats[mean=6971.08 min=6008.0 max=8896.0 stdv=671.8779],Stats[mean=5549.38 min=4765.0 max=6447.0 stdv=413.6418],(x=19.56 y=10.85),false,22.366549,2,2,2,19.56064,10.846374,0,0,0,1,5,1,1,5,5,ip[width=14  height=1  bits=16  min=4228.0  max=17971.0],1,0.09116671,0.6142109,2.379286,0.7379782,0.18589972,1.3912133,1.3906777,1,104.07516,3.234014,2.0,0.40405473,1.0025282,0.99576956,0.4892537,3.9394908,
b198,c3ae6615-284f-479f-9c42-4415f068f8d7,b198,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7024.6973,Stats[mean=6787.135 min=5330.0 max=9429.0 stdv=941.12024],Stats[mean=5547.135 min=4869.0 max=6194.0 stdv=316.65115],(x=18.92 y=11.64),false,22.210438,2,2,2,18.915283,11.641117,0,0,0,1,5,1,1,5,5,ip[width=15  height=1  bits=16  min=4228.0  max=17971.0],1,0.076281026,0.61041856,2.6438286,0.68549204,0.12669475,1.4802552,1.4814876,1,156.88976,3.3451653,2.0,0.3547028,1.0012923,0.996422,0.4542419,4.1129823,
b199,5d32601e-78cc-4eaa-bf39-1e92b80e0e39,b199,0,1,Experiment_test,44,11/6/2023,,1,Experiment_test,,,Experiment_test,1,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001,c:1/2 z:5/5 t:2/13 - 2023.08.01_LZ22225_40min_1e-1_inf.001.tif,2023.08.01_LZ22225_40min_1e-1_inf.001.tif - T=1,7520.915,Stats[mean=7393.25 min=5724.0 max=9959.0 stdv=1224.6876],Stats[mean=5815.472 min=4989.0 max=6662.0 stdv=389.21097],(x=12.61 y=11.87),false,17.316587,2,2,2,12.610341,11.867751,0,0,0,1,5,1,1,5,5,ip[width=13  height=1  bits=16  min=4228.0  max=17971.0],1,0.049394764,0.40961504,2.9154468,0.6353208,0.09855514,1.2881122,1.2850326,1,91.44829,2.8464026,2.0,0.3143248,1.0006472,0.99689525,0.34974942,3.3795466,
